duns_number,address,firm_name
858442403,"150 Marcus Blvd, Hauppauge, New York (NY) 11788, United States (USA)",Precare Corp
117111327,"100 Oser Ave, Hauppauge, New York (NY) 11788, United States (USA)",Precare Corp.
485265891,"Via Cantonale 16, Manno, TICINO 6928, Switzerland (CHE)",IBSA Institut Biochimique SA
480278696,"Via Pian Scairolo 49, Pazzallo, Ticino CH - 6912, Switzerland (CHE)",IBSA Institut Biochimique SA
485265925,"Via Serta 12, Lamone, Ticino CH - 6814, Switzerland (CHE)",IBSA Institut Biochimique SA
063753431,"2223 Killion Ave., Seymour, Indiana (IN) 47274, United States (USA)",Particle Dynamics
146037572,"56 PARK AVENUE, LYNDHURST, New Jersey (NJ) 07071, United States (USA)","Omega Biological Laboratories, Inc."
481963890,"Rothausstrasse, Pratteln CH,  4133, Switzerland (CHE)",Novartis Pharma Schweizerhalle AG
988980314,"Bray Business Park Kilruddery, Bray, Co Wicklow , Ireland (IRL)",Takeda Ireland Limited
650654804,"Sarhaul, Sector-18, Gurugram, Haryana 122015, India (IND)",Sun Pharmaceutical Industries Limited
429351620,"VIALE MILANO 86, LODI, - 26900, Italy (ITA)",Archimica S.p.A.
372748392,"Rue de l'Institut 89, Rixensart,  B-1330, Belgium (BEL)",GlaxoSmithKline Biologicals SA
600458368,"10 Hailan Street, North Industrial Zone, Or Akiva, Sharon Area 3060000, Israel (ISR)",Anna Lotan Ltd.
338725627,"Viale dell'Industria 3, Caponago,  20867, Italy (ITA)",CORDEN PHARMA SPA
832290014,"36597 Highway 30, Geismar, Louisiana (LA) 70734-3525, United States (USA)",Air Liquide Large Industries U.S. LP
749040291,"19-25 Khartoum Rd, Macquarie Park, Sydney, N.S.W. 2113, Australia (AUS)",Peptech Animal Health PTY Limited
208206623,"1755 Steeles Ave W, North York,  M2R 3T4, Canada (CAN)",Sanofi Pasteur Limited
798223376,"33 ImClone Dr., Branchburg, New Jersey (NJ) 08876, United States (USA)",ImClone Systems LLC
205087968,"89 Centre St South, Alliston, Ontario L9R 1J4, Canada (CAN)",Baxter Corporation
462029349,"Calle Camil Fabra 58, El Masnou, Barcelona 08320, Spain (ESP)","Siegfried El Masnou, S.A."
915999668,"Bareilly Road, Opp. Akashwani, Rampur, Uttar Pradesh 244901, India (IND)",Swati menthol & Allied Chemicals Ltd
695400580,"3-3, Kitakogyodanchi, Kitakami, Iwate 024-0002, Japan (JPN)","Meiji Seika Pharma Co., Ltd."
315000554,"Carl-Bosch-Str. 38, Ludwigshafen am Rhein,  67063, Germany (DEU)",BASF SE
243805103,"400 Ormont Drive, Toronto, Ontario M9L 1N9, Canada (CAN)",Apotex Inc.
203201673,"285 Garyray Drive, Toronto, Ontario M9L 1P3, Canada (CAN)",Apotex Inc.
250809373,"3701 Weston Raod, Toronto, Ontario M9L 2S8, Canada (CAN)",Apotex Inc.
209429182,"150 Signet Drive, Toronto, Ontario M9L 1T9, Canada (CAN)",Apotex Inc.
243805095,"4100 Weston Road, Toronto, Ontario M9L 2Y6, Canada (CAN)",Apotex Inc.
481632305,"30, Rue du Pre Jorat, Couvet,  2108, Switzerland (CHE)",Analytecon SA
469834249,"Ronda de Santa Maria 158, Barberà del Vallès, Barcelona 08210, Spain (ESP)","Siegfried Barbera, SL"
313136733,"Paul-Baumann-Str. 1, Marl, Nordrhein-Westfalen 45764, Germany (DEU)",Evonik Operations GmbH
650578565,"91, NSEZ, Gautam Buddha Nagar, Noida, Uttar Pradesh 201305, India (IND)",Global Dent Aids Private Limited
649323474,"Neot Hovav Eco-Industrial Park, Be'er Sheva,  8412316, Israel (ISR)",Assia Chemical Industries Ltd. - Teva Tech Site
063143754,"200 Dean Sievers Place, Morrisville, Pennsylvania (PA) 19067, United States (USA)",Univar Solutions USA LLC
609683826,"11757 Central Parkway, Jacksonville, Florida (FL) 32224, United States (USA)",ADPEN Laboratories Inc.
530737642,"Yanhai Industrial Zone, Linhai, Zhejiang 317016, China (CHN)","Zhejiang Haizhou Pharmaceutical Co., Ltd."
058521017,"2232 Pleasant View Rd, Middleton, Wisconsin (WI) 53562, United States (USA)",GenTrac Inc.
949007967,"409 Technology Dr. West, Menomonie, Wisconsin (WI) 54751, United States (USA)","Phillips-Medisize, LLC"
037805210,"428 Technology Drive East, Menomonie, Wisconsin (WI) 54751, United States (USA)",Phillips Medisize LLC
080733141,"614 Interchange Blvd, Newark, Delaware (DE) 19711, United States (USA)",Accugenix LLC
830767260,"2085 I 49 Service Rd, Sunset, Louisiana (LA) 70584, United States (USA)","Jaymac Pharmaceuticals, L.L.C."
029119516,"98 Excellence Way, Vonore, Tennessee (TN) 37885, United States (USA)",DHL SUPPLY CHAIN (USA)
327335410,"Am Kraftwerk 6, Bexbach, Saarland 66450, Germany (DEU)","Peptido, chemische und pharmazeutische Rohstoffgesellschaft mit beschränkter Haftung"
330473398,"Juri-gagarin-str. 15, Radeberg,  01454, Germany (DEU)",Synergy Health Radeberg Gmbh
962674474,"10245 Hickman Mills Dr, Kansas City, Missouri (MO) 64137, United States (USA)","Catalent CTS, LLC"
480007517,"Lonzastrasse, Visp,  3930, Switzerland (CHE)",Lonza AG
002221369,"115 S Grand St., Enid, Oklahoma (OK) 73701, United States (USA)","Larry's Home Oxygen, Inc."
117746903,"619 South Washington, Suite 102, Moscow, Idaho (ID) 83843, United States (USA)","A PLUS HOME MEDICAL, INC."
078368984,"146 North 2nd East, Rexburg, Idaho (ID) 83440, United States (USA)","Norco, Inc"
024736733,"11570 6th Street, Rancho Cucamonga, California (CA) 91730, United States (USA)","Amphastar Pharmaceuticals, Inc."
103840377,"2001 E. Tom Green St., Brenham, Texas (TX) 77833, United States (USA)",QuestSpecialty Corporation
040161353,"925 Vandercook Way, Longview, Washington (WA) 98632, United States (USA)","Norco, Inc."
256850249,"6355 Richmond Ave E, Brandon, MB R7A 7M5, Canada (CAN)",Maple Leaf Foods Inc
119191337,"20 Mill Street, Pepperell, Massachusetts (MA) 01463, United States (USA)",Alcami Carolinas Corporation
119191343,"10 Lomar Park Drive, Pepperell, Massachusetts (MA) 01463, United States (USA)",Alcami Carolinas Corporation
841973667,"4503 HUNTER ROAD, SAN MARCOS, Texas (TX) 78666, United States (USA)",MED-AIR TRANSFILL
805887986,"State Road 933 KM 0.1,Mamey Ward, Gurabo, Puerto Rico (PR) 00778, United States (USA)",Janssen Ortho LLC
341737465,"Alfred-Nobel-Str. 10, Monheim am Rhein,  40789, Germany (DEU)",Aesica Pharmaceuticals GmbH
609900782,"312 Dodd Blvd SE, Rome, Georgia (GA) 30161-6642, United States (USA)","ADF Welding & Medical, Inc."
011483166,"1301 Commerce Drive, New Bern, North Carolina (NC) 28562, United States (USA)","Carolina Home Medical, Inc."
420959096,"No.02131, Xiangjiangxiyi Street, Advanced Manufacturing Industrial Park, Binhai Zone, Weifang, Shandong 261108, China (CHN)","Shandong Guobang Pharmaceutical Co., Ltd."
341970412,"Galileistr. 6, Zwickau,  08056, Germany (DEU)",Aesica Pharmaceuticals GmbH
650443430,"APIIC Industrial Estate, Pydibhimavaram, Ranasthalam Mandal, Srikakulam, Andhra Pradesh 532409, India (IND)",DR. REDDY'S LABORATORIES LIMITED
918608162,"Survey No. 41, 42 part, 45 part & 46 part, Bachupally Village and Mandal, Medchal-Malkajgiri District,, Medchal-Malkajgiri, Telangana 500090, India (IND)",DR. REDDY'S LABORATORIES LIMITED
556991748,"99 South Bedford Street, Burlington, Massachusetts (MA) 01803, United States (USA)","Curia Massachusetts, Inc."
116995695,"185 West 1st Street, Newell, Iowa (IA) 50568, United States (USA)",AgState
677319965,"1, Sivagangai Main Road, Veerapanjan, Madurai, Tamil Nadu 625020 India, India (IND)",AUROLAB TRUST DBA Aurolab
725420835,"Survey No. 22 and 24 - Village :- Ujeti Post - Baska, Halol Panchmahal, Gujarat 389350, India (IND)",Sun Pharmaceutical Medicare Limited
282797240,"Klocknerstraat 1, Hamont-Achel,  B-3930, Belgium (BEL)",Enestia Belgium NV
020179859,"1311 E Saint Joseph St, Rapid City, South Dakota (SD) 57701, United States (USA)","Matheson Tri-Gas, Inc."
216741181,"Bampton Road Harold Hill, Romford,  RM3 8UG, United Kingdom (GBR)",Macarthys Laboratories Limited
132080875,"4701 International Blvd W, Wilson, North Carolina (NC) 27893, United States (USA)",Purdue Pharmaceuticals L.P.
132185187,"1001 Birmingham Hwy, Chattanooga, Tennessee (TN) 37419, United States (USA)","Koch Meat Co., Inc"
281659436,"1541 AVENUE MARCEL MERIEUX, Marcy L Etoile,  69280, France (FRA)",Sanofi Winthrop Industrie
809226710,"3505 Birchwood Dr, Waukegan, Illinois (IL) 60085, United States (USA)",American Blending and Filling Company
918456588,"B-1/8, MIDC, Lote Parshuram Industrial Area, Taluka Khed, Ratnagiri, Maharashtra 415 722, India (IND)",USV Private Limited
160219770,"27502 Ted Hunt Road, Los Fresnos, Texas (TX) 78566, United States (USA)","Sarati International, Inc."
650449981,"K.Illindalaparru, Iragavaram Mandal, West Godavari District, Tanuku, Andhra Pradesh 534217, India (IND)",Wanbury Limited
118025342,"3150 Gardner Expy., Quincy, Illinois (IL) 62305, United States (USA)","J.M. Huber Micropowders, Inc."
097727333,"107 Smith Church Road, Roanoke Rapids, North Carolina (NC) 27870, United States (USA)","GWM Enterprises, Inc."
918596198,"Survey No. 417, 419 and 420, Sarkhej Bavla N. H. No. 8A Village-Moraiya, Taluka-Sanand Ahmedabad, Ahmedabad, Gujarat 382210, India (IND)",Zydus Lifesciences Limited
005467626,"2330 Industrial Pkwy SW, Dyersville, Iowa (IA) 52040, United States (USA)","Higley Industries, Inc."
462205374,"CALLE SABINO ALONSO FUEYO 77, LANGREO/LLANGREU, Asturias 33934, Spain (ESP)","Bayer Hispania, S.L."
462117953,"Calle Via Complutense, 140, Alcala de Henares,  28805, Spain (ESP)",Rovi Pharma Industrial Services SA
186569323,"365 Stanton Ave, Akron, Ohio (OH) 44301, United States (USA)",Akron Coating & Adhesives
101057391,"3048 Research Dr, State College, Pennsylvania (PA) 16801, United States (USA)",Phibro Animal Health Corporation
058520628,"714 New Bridge Road, Jacksonville, North Carolina (NC) 28540, United States (USA)","Johnson Drug Company, Inc"
632471082,"Kraftvagen 1, Kungsangen, Sweden 19637, Sweden (SWE)",Fresenius Kabi AB
482314432,"Im Wannenboden 16, Pratteln, BL CH-4133, Switzerland (CHE)",Konapharma AG
257266387,"36-1111 Flint Road, North York, Ontario M3J 3C7, Canada (CAN)","Eurofins BioPharma Product Testing Toronto, Inc."
563371111,"LUGAR PARQUE TECNOLOGICO DE BOECILLO, PARC. 105, BOECILLO, Valladolid 47151, Spain (ESP)",CURIA SPAIN SAU
659186902,"34 Tuas South Street 3, Singapore,  638030, Singapore (SGP)",MSD International GmbH (Singapore Branch)
799295915,"601 Aviation Blvd, Santa Rosa, California (CA) 95403, United States (USA)","NeilMed Pharmaceuticals, Inc"
415811041,"Lagelandseweg 78, Nijmegen,  6545, Netherlands (NLD)",AstraZeneca Nijmegen B.V.
654591916,"No 8 Yangzi Road, Shijiazhuang Economic & Technological Development Zone, Shijiazhuang, Hebei 052160, China (CHN)","North China Pharmaceutical Huasheng Co., Ltd."
495110827,"Vltavska 53, Roztoky, - 252 63, Czech Republic (CZE)",VUAB Pharma A.S.
068085059,"800 W Barre Rd, Archbold, Ohio (OH) 43502, United States (USA)",Archbold Container Corporation
314682642,"Mainthalstrasse 3, Bitterfeld-Wolfen,  D-06749, Germany (DEU)",Chemische Fabrik Berg GmbH
421326209,"No. 11, Weiqi Road, Hangzhou Bay Shangyu Economic and Technological Development Area, Shaoxing, Zhejiang 312369, China (CHN)","PharmaBlock Pharmaceuticals (Zhejiang) Co., Ltd."
022794466,"E5918 Irish Valley Rd, Plain, Wisconsin (WI) 53577, United States (USA)",EDERER DAIRY SUPPLY LLC
156931248,"Rd 188 Lot 17 San Isidro Industrial Park, Canovanas, Puerto Rico (PR) 00729, United States (USA)","IPR Pharmaceuticals, Inc"
654106418,"No.103, Yaochang Road, Hantai District, Hanzhong, Shaanxi 723000, China (CHN)","Shaanxi Hanjiang Pharmaceutical Group Co., Ltd."
699355130,"No.3, Lianhua Road, Hanzhong Hi-tech Industries Development Zone, Hanzhong City, Shaanxi 723000, China (CHN)","Shaanxi Hanjiang Pharmaceutical Group Co., Ltd. (Gaoxin Site)"
600672703,"1 Sapir Pinchas Street, Ness Ziona,  7403624, Israel (ISR)",Aminolab Ltd.
245414743,"1421, rue Nobel, Sainte-Julie, QC J3E 1Z4, Canada (CAN)",Dermolab Pharma Ltd
205078801,"1350 Brockham Rd, Maitland, Ontario K0E1P0, Canada (CAN)",Nitrous Oxide of Canada
098908572,"1635 New Milford School Road, Rockford, Illinois (IL) 61109, United States (USA)",AndersonBrecon Inc.
004303926,"2500 Commerce Dr, Libertyville, Illinois (IL) 60048, United States (USA)",Isomedix Operations Inc
421265144,"No. 16 Jinqiao Rd., Dapu Industrial Park, Economic Technology Development Zone, Lianyungang, Jiangsu 222069, China (CHN)","Lianyungang Runzhong Pharmaceutical Co., Ltd."
034313825,"2210 Swisco Rd, Sulphur, Louisiana (LA) 70665-8220, United States (USA)","AIRGAS USA, LLC"
004649872,"203 Morris Farm Rd, Candor, North Carolina (NC) 27229, United States (USA)",Mountaire Farms Inc
694119406,"136 Bucheon-ro, Bucheon,  14566, Korea, South (KOR)",Jungwon Company
791242337,"210 North Cedar Street, Coffeyville, Kansas (KS) 67337, United States (USA)",Messer LLC
706295235,"1450 Yasuzuka-cho, Suzuka, Mie 513-0818, Japan (JPN)","Sumitomo Pharma Co., Ltd."
951612777,"Av. La Estacada 201, Parque Ind. Queretaro, Santa Rosa Jauregui, Queretaro,  76215, Mexico (MEX)","Distribuidora Comercial Jafra, S.A. de C.V."
307046859,"Dandyvej 19, Vejle, - 7100, Denmark (DNK)",Fertin Pharma A/S
689851184,"129 Seogam-ro, Iksan, Jeonbuk 54588, Korea, South (KOR)","Iksan Plant . LG Chem, Ltd."
864294207,"Near National Paints Bldg. 1-28, Industrial Area 13, Street #31, Sharjah,  , United Arab Emirates (ARE)",EUROPEAN PERFUME WORKS CO. LLC
083819404,"100 30th St Drive SE, Cedar Rapids, Iowa (IA) 52403, United States (USA)","Raining Rose, Inc."
563649870,"Carretera de Martorell 41-61, 08740 Sant Andreu de la Barca, Barcelona 08740, Spain (ESP)",Industrias Farmaceuticas Almirall SA
658870890,"39, Tung Yuan Rd., Taoyuan City,  32063, Taiwan (TWN)","SUNLIT FLUO & CHEMICAL CO., LTD. CHUNG-LI FACTORY"
586793291,"Novo Nordisk Park 99, Malov, Hovedstaden 2760, Denmark (DNK)","Novo Nordisk A/S - G8, X9 M.Fl."
537525128,"Muhlenfeldstrasse 1, Holzminden, Nordrhein-Westfalen 37603, Germany (DEU)",Symrise AG
177939162,"7233 W 116th Pl, Ste C, Broomfield, Colorado (CO) 80020, United States (USA)","AAA Molybdenum Products, Inc."
338689703,"VIA DELLA CARBONERIA 30, CORCIANO, PERUGIA 06073, Italy (ITA)",STERLING SPA
343132273,"Im Wirrigen, Waltrop,  45731, Germany (DEU)",NUVISAN GmbH
300466733,"Uferstraße 15, Orth an der Donau,  2304, Austria (AUT)",Takeda Manufacturing Austria AG
300434671,"Industriestraße 72, WIEN,  1221, Austria (AUT)",Takeda Manufacturing Austria AG
300434670,"Lange Allee 24, WIEN,  1221, Austria (AUT)",Takeda Manufacturing Austria AG
024454154,"Rt 2 Box 110, Guymon, Oklahoma (OK) 73942, United States (USA)","Reliant Holding, Ltd."
650434645,"Plot No. 215-219, G.I.D.C Industrial Area, Bharuch,  394116, India (IND)",J B Chemicals and Pharmaceuticals Limited
078578492,"1750 Rome Hwy, Rockmart, Georgia (GA) 30153, United States (USA)","JCG Farms of Alabama, LLC"
043975085,"519 Hwy 124, Greenville, South Carolina (SC) 29611, United States (USA)",Machine & Welding Supply Company dba Arc3 Gases South
361608540,"6775 Central Ave, Newark, California (CA) 94560, United States (USA)","Matheson Tri-Gas, Inc."
038051228,"460 Walk Hill Street, Boston, Massachusetts (MA) 02126, United States (USA)",MassBiologics
001516199,"1000 Sarah Pl, Ontario, California (CA) 91761-8621, United States (USA)",Isomedix Operations Inc.
874810872,"20550 Prairie Street, Chatsworth, California (CA) 91311, United States (USA)",Advanced Cosmetic Research Laboratories
019678408,"932 Main St, Macon, Missouri (MO) 63552-1302, United States (USA)","Airgas Usa, Llc"
267941768,"Zone Entree Noord Gracht, 224 Avenue de la Dordogne, Dunkerque,  59640, France (FRA)",AstraZeneca Dunkerque Production
079891426,"1316 Commerce Drive NW, Decatur, Alabama (AL) 35601, United States (USA)","Letco Medical, LLC"
338336589,"Viale Gian Battista Stucchi 110, Monza, - 20900, Italy (ITA)",Patheon Italia S.p.A.
360690304,"29345 US Hwy 2 SE, Bemidji, Minnesota (MN) 56601, United States (USA)",Northwest Respiratory Services
147581557,"3223 32nd Avenue South, Fargo, North Dakota (ND) 58103, United States (USA)","Sanford Healthcare Accessories, LLC"
003551624,"Rd 198 Ste 100 Km 14.7, Juncos, Puerto Rico (PR) 00777, Puerto Rico (USA)",Galephar Pharmaceutical Research Inc
120585950,"979 Corporate blvd, Linthicum Heights, Maryland (MD) 21090, United States (USA)",C-Care LLC
539763727,"Orionintie 1, Espoo,  FI-02200, Finland (FIN)","Orion Corporation, Orion Pharma"
556366354,"500 Frith Drive, Bldg. A, Ridgeway, Virginia (VA) 24148, United States (USA)","WestRock Converting, LLC"
706276847,"6903-1, Onoda, San-yoonoda, -Select State- 756-0817, Japan (JPN)",Nissan Chemical Corporation
034580964,"1845 E Parrish Ave, Owensboro, Kentucky (KY) 42303-1446, United States (USA)","AIRGAS USA, LLC"
079852150,"245 Kraft Drive, Dalton, Georgia (GA) 30721, United States (USA)","KOBAYASHI America Manufacturing, LLC"
243301992,"597 boul Sir-Wilfrid-Laurier, Mont-Saint-Hilaire, QC J3H 6C4, Canada (CAN)",MSH PHARMA INC.
595014127,"558 Te Rapa Road, Hamilton,  3200, New Zealand (NZL)",DEC International NZ Limited
007597284,"9324 NW 102 Street, Medley, Florida (FL) 33178, United States (USA)",Custom Manufacturing Corporation
595299306,"61 Gul Circle, Singapore,  629585, Singapore (SGP)",Aventis Pharma Manufacturing Pte. Ltd.
007392322,"6993 NW 82 Avenue Unit # 20, Miami, Florida (FL) 33166, United States (USA)",Dextrum Laboratories Inc.
029206641,"2 Medori Blvd, Wilmington, Delaware (DE) 19801-5781, United States (USA)",Linde Gas & Equipment Inc.
022775816,"3010 Avenue B, Bethlehem, Pennsylvania (PA) 18017, United States (USA)","SPRAY-TEK, INC."
205477792,"60 Innovation Drive, Dundas, Ontario L9H7P3, Canada (CAN)","Niagara Pharmaceuticals, Inc"
248310666,"349 Wildcat Road, Toronto, Ontario M3J 2S3, Canada (CAN)",Dalton Chemical Laboratories Inc
811585264,"Omicron No. 8116 Ciudad Industrial Mitras, Garcia, Nuevo Leon 66000, Mexico (MEX)","LABORATORIOS BREMER, S.A."
326530474,"Emil von Behring Strasse 76, Marburg, Hesse 35041, Germany (DEU)",CSL Behring GmbH
964767722,"5601 N. Powerline Road, Ste 108, Ft. Lauderdale, Florida (FL) 33309, United States (USA)","Cardinal Health 414, LLC"
937562890,"100 S. Saunders Road, Suite 300, Lake Forest, Illinois (IL) 60045, United States (USA)","Assertio Therapeutics, Inc."
928606466,"841 Springdale Dr, Clinton, Iowa (IA) 52732-3579, United States (USA)",Mercy Home Medical Equipment Inc dba MercyOne Clinton Home Medical Equipment
554424295,"North Binhai Road & East Longhai Road, Nanhai New District, Weihai, Shandong 264207, China (CHN)","ReaLi Tide Biological Technology (Weihai) Co., Ltd."
676272063,"Survey No. 501, 506 & 507, Koyyalagudem Village, Choutuppal Mandal, Yadadri Bhuvanagiri district, Telangana 508252, India (IND)",S.V. LABS PRIVATE LIMITED
079607617,"240 N ELK ST., CASPER, Wyoming (WY) 82601, United States (USA)",COMMUNITY HOME OXYGEN
174050377,"State Road #670 Km. 2.7, Manati, Puerto Rico (PR) 00674, United States (USA)","Patheon Puerto Rico, Inc."
238318232,"21 Bankmore Road, Omagh, Co Tyrone BT79 0EU, United Kingdom (GBR)",Provita Eurotech Ltd
931242262,"1122 Mt Rock Road, Shippensburg, Pennsylvania (PA) 17257, United States (USA)","Wenger Feeds, LLC"
644619934,"MRA 050X,Industrial Estate, Marsa, - MRS 3000, Malta (MLT)",Amino Chemicals Ltd
162193861,"4636 Geer Road, Hughson, California (CA) 95326, United States (USA)","NuWest Milling, LLC"
467833930,"Calle de Sant Marti, 75-97, Martorelles,  08107, Spain (ESP)","Towa Pharmaceutical Europe, S.L."
303380992,"Siemensstrasse 107, Wien,  1210, Austria (AUT)",Intervet GESMBH
266951006,"Zone industrielle de Blavozy, St Germain Laprade,  43700, France (FRA)",FAREVA LA VALLEE
690852371,"530 Chokeiji, Takaoka, Toyama 933-8511, Japan (JPN)","Kyowa Pharma Chemical Co., Ltd."
915099662,"Plot No. E-7, E-8, E-9 & E-53 M.I.D.C. Industrial Area, Chikalthana, Chhatrapati Sambhajinagar, Maharashtra 431006, India (IND)",HARMAN FINOCHEM LIMITED
918598199,"Unit-1, Lingojigudem Village, Choutuppal Mandal,, Yadadri Bhuvanagiri District, Telangana 508252, India (IND)",DIVI'S LABORATORIES LIMITED
309477891,"Brennum Park 25A, Hilleroed, Hovedstaden 3400, Denmark (DNK)",Novo Nordisk A/S - 25a-B
488437302,"Z.I.B. Route de Fenil 25, Corsier-sur-Vevey, Vaud 1804, Switzerland (CHE)",MERCK SERONO SA
005347745,"13700 Oakland Avenue, Highland Park, Michigan (MI) 48203, United States (USA)",BUDCO
468699806,"CARRETERA NACIONAL II (ANTIC CAMI DA TURDERA 18 24), S/N, PALAFOLLS,  08389, Spain (ESP)",INFAR SA
650351666,"Plot No. 18,56,57 &58, KIADB Industrial Area, Nanjangud, Mysore, Karnataka 571302, India (IND)",Jubilant Pharmova Limited
799260468,"1301 1/2 Barataria Blvd, Houma, Louisiana (LA) 70360, United States (USA)",Pulmonary Homecare
354433591,"Mariefredsvagen 37, Strangnas, Sodermanland 645 41, Sweden (SWE)",Pfizer Health AB
118758804,"8100 Powers Blvd Ste 110, Chanhassen, Minnesota (MN) 55317, United States (USA)","Federal Package Network, Inc."
203508049,"155 Innovation Drive, Winnipeg, Manitoba R3T5Y3, Canada (CAN)",Emergent BioSolutions Canada Inc
262639390,"26 Rue de la Chapelle, Huningue, -Select State- FRA68330, France (FRA)",Delpharm Huningue
725927649,"Plot No. 457/458-Matoda / Plot No.191/218P-Chacharwadi , Sarkhej-Bavla Highway , Taluka -Sanand, Matoda, Ahmedabad, Gujarat 382210, India (IND)",Intas Pharmaceuticals Limited
521632476,"Zahradni 1938/46c, Bruntal,  79201, Czech Republic (CZE)","Macco Organiques, S.r.o."
078797046,"37 Veronica Ave, Somerset, New Jersey (NJ) 08873, United States (USA)",Aspire Pharmaceuticals Inc.
542797928,"Via C. Janssen, Borgo San Michele, Latina 04100, Italy (ITA)",Janssen Cilag SpA
314542614,"Robert-Rössle-Str. 10, Berlin, Berlin 13125, Germany (DEU)",Eckert & Ziegler Eurotope GmbH
119484908,"511 Davis Dr Ste 100, Morrisville, North Carolina (NC) 27560, United States (USA)",United Therapeutics Corporation
201901209,"1 Apollo Place, Toronto, ON M3J 0H2, Canada (CAN)",Apollo Health and Beauty Care
243254612,"377 Avenue Sainte-Croix, Saint-Laurent, QC H4N 2L3, Canada (CAN)",Les Importations Herbasante Inc
015976751,"711 Parkland CT, Champaign, Illinois (IL) 61821, United States (USA)",AmericanAnalytical Chemistry Laboratories Corp.
333274975,"Bethelner Landstraße 18, Gronau (Leine), - 31028, Germany (DEU)",Haupt Pharma Wuelfing GmbH
514577949,"Blood Services Center, Sheba Hospital, RAMAT GAN,  5262000, Israel (ISR)",OMRIX BIOPHARMACEUTICALS LTD
918607722,"Plot No. 116, Sri Venkateswara Co-Operative Industrial Estate, IDA Bollaram, Jinnaram Mandal, Sangareddy, Telangana 502 325, India (IND)",DR. REDDY'S LABORATORIES LIMITED
118966800,"2120 Kings Highway, Shreveport, Louisiana (LA) 71103, United States (USA)",Biomedical Research Foundation of Northwest Louisiana
077799604,"1505 Kings Highway, Shreveport, Louisiana (LA) 71103, United States (USA)",Biomedical Research Foundation of Northwest Louisiana
078692624,"1868 Kings Highway Ste 110, Shreveport, Louisiana (LA) 71103, United States (USA)",Biomedical Research Foundation of Northwest Louisiana
158920194,"5450 Mill St Unit 101, Reno, Nevada (NV) 89502-0334, United States (USA)","Professional Medical Services & Products, Inc."
036663672,"4000 Blackburn Lane Suite 270, Burtonsville, Maryland (MD) 20866, United States (USA)","ChiRhoClin, Inc"
020778751,"4955 Orange Drive, Davie, Florida (FL) 33314, United States (USA)","Actavis Laboratories FL, Inc."
313218430,"Brüningstr. 50, Frankfurt am Main,  65926, Germany (DEU)",Sanofi-Aventis Deutschland GmbH
654663376,"No. 57 Yangzi Road, Economic and Technological Development Zone, Shijiazhuang, Hebei 052160, China (CHN)","CSPC Zhongnuo Pharmaceutical (Shijiazhuang) Co., Ltd."
117090286,"120 Vintage Dr, Huntsville, Alabama (AL) 35811, United States (USA)","TriRx Huntsville Pharmaceutical Services, LLC"
250996550,"288 rue Adrien-Patenaude, Vaudreuil-Dorion, QUEBEC J7V 5V5, Canada (CAN)",Vivier Pharma Inc.
090258760,"494 Commercial Rd, San Bernardino, California (CA) 92408, United States (USA)",Ocean Blue Inc
343707386,"Dutendorfer Str. 5-7, Vestenbergsgreuth,  91487, Germany (DEU)",Phytolab GmbH and Co.KG
862267994,"B-8,MIDC Industrial Area, Waluj, Aurangabad, Maharashtra 431136, India (IND)",FDC LIMITED
079569918,"6950 W Jefferson Ave Ste 270, LAKEWOOD, Colorado (CO) 80235, United States (USA)","Oxygen Plus, Inc. dba Summit Respiratory"
375250156,"Avenue de Tyras 109, Bruxelles,  1120, Belgium (BEL)",Prothya Biosolutions Belgium
964173801,"2100 Powell St., Suite 900, Emeryville, California (CA) 94608, United States (USA)",Dynavax Technologies Corporation
424738227,"Cobden Street, Montrose, Angus DD10 8EA, United Kingdom (GBR)",Glaxo Operations UK Ltd
116856460,"84 Patrick Lane, Suite 115, Poughkeepsie, New York (NY) 12603, United States (USA)","Process NMR Associates, LLC"
024438194,"345 Deerfield Rd, Boone, North Carolina (NC) 28607, United States (USA)",Boone Drugs Inc.
137272659,"1303 S Silverstone Way, Meridian, Idaho (ID) 83642, United States (USA)","Norco, Inc."
306216144,"Herredsvejen 2, Hillerød,  3400, Denmark (DNK)",SmartPractice Denmark ApS
217504463,"Regal Way, Faringdon, Oxon SN7 7BX, United Kingdom (GBR)",Bray Group Limited
798250239,"1200 N 54th Street, Enid, Oklahoma (OK) 73701, United States (USA)","Mid-Continent Packaging, LLC"
261126049,"10 Avenue de la Ballastiere, Libourne,  33501, France (FRA)",Ceva Sante Animale
956215222,"786 West Queen Street, Southington, Connecticut (CT) 06489, United States (USA)","Connecticut Support Services Holdings, LLC"
005231985,"2222 Lake Avnue, Fairmont, Minnesota (MN) 56031, United States (USA)",Devenish Nutrition
001304661,"1123 West Ave Suite A, Alamosa, Colorado (CO) 81101, United States (USA)","AeroCare Holdings, LLC"
078821982,"3010 Farabaugh Ln, Pueblo, Colorado (CO) 81005, United States (USA)","AeroCare Holdings, LLC"
915259324,"A - 15, M.I.D.C. Industrial Area, Patalganga, Dist-Raigad, Maharashtra 410220, India (IND)",Wanbury Limited
862278942,"A-7 & A-8, MIDC Industrial Area, Ahmednagar, Maharashtra 414111, India (IND)",Sun Pharmaceutical Industries Limited
