ndc_code,proprietary_name,drug_dosage,drug_strength,ndc_id,drug_id,manufacturer_name
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2627,319,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2628,311,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2629,304,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2630,292,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2631,282,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2632,270,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2633,269,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2634,266,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2635,259,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2636,245,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2637,241,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2638,231,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2639,227,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2640,194,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2641,141,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2642,133,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2643,121,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2644,108,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2645,28,"Laboratorios Grifols, S.A."
76297-001-01,Sodium Chloride 0.9% In Plastic Container,Injection,9 g/1000 mL,2646,20,"Laboratorios Grifols, S.A."
72485-201-01,Azacitidine,Injection,100 mg,2647,636,Armas Pharmaceuticals Inc
72485-201-01,Azacitidine,Injection,100 mg,2648,544,Armas Pharmaceuticals Inc
72485-201-01,Azacitidine,Injection,100 mg,2649,399,Armas Pharmaceuticals Inc
72485-201-01,Azacitidine,Injection,100 mg,2650,272,Armas Pharmaceuticals Inc
72485-201-01,Azacitidine,Injection,100 mg,2651,216,Armas Pharmaceuticals Inc
72485-201-01,Azacitidine,Injection,100 mg,2652,187,Armas Pharmaceuticals Inc
72485-201-01,Azacitidine,Injection,100 mg,2653,49,Armas Pharmaceuticals Inc
72485-201-01,Azacitidine,Injection,100 mg,2654,0,Armas Pharmaceuticals Inc
55150-322-25,Furosemide,Injection,20 mg/2 mL,2655,599,Eugia US LLC
55150-322-25,Furosemide,Injection,20 mg/2 mL,2656,538,Eugia US LLC
55150-322-25,Furosemide,Injection,20 mg/2 mL,2657,445,Eugia US LLC
55150-322-25,Furosemide,Injection,20 mg/2 mL,2658,328,Eugia US LLC
55150-322-25,Furosemide,Injection,20 mg/2 mL,2659,315,Eugia US LLC
55150-322-25,Furosemide,Injection,20 mg/2 mL,2660,295,Eugia US LLC
55150-322-25,Furosemide,Injection,20 mg/2 mL,2661,160,Eugia US LLC
55150-322-25,Furosemide,Injection,20 mg/2 mL,2662,69,Eugia US LLC
55150-322-25,Furosemide,Injection,20 mg/2 mL,2663,67,Eugia US LLC
55150-322-25,Furosemide,Injection,20 mg/2 mL,2664,51,Eugia US LLC
55150-322-25,Furosemide,Injection,20 mg/2 mL,2665,34,Eugia US LLC
25021-311-02,Furosemide,Injection,10 mg/1 mL,2666,599,Gland Pharma Limited
25021-311-02,Furosemide,Injection,10 mg/1 mL,2667,538,Gland Pharma Limited
25021-311-02,Furosemide,Injection,10 mg/1 mL,2668,445,Gland Pharma Limited
25021-311-02,Furosemide,Injection,10 mg/1 mL,2669,328,Gland Pharma Limited
25021-311-02,Furosemide,Injection,10 mg/1 mL,2670,315,Gland Pharma Limited
25021-311-02,Furosemide,Injection,10 mg/1 mL,2671,295,Gland Pharma Limited
25021-311-02,Furosemide,Injection,10 mg/1 mL,2672,160,Gland Pharma Limited
25021-311-02,Furosemide,Injection,10 mg/1 mL,2673,69,Gland Pharma Limited
25021-311-02,Furosemide,Injection,10 mg/1 mL,2674,67,Gland Pharma Limited
25021-311-02,Furosemide,Injection,10 mg/1 mL,2675,51,Gland Pharma Limited
25021-311-02,Furosemide,Injection,10 mg/1 mL,2676,34,Gland Pharma Limited
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2677,600,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2678,510,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2679,468,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2680,463,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2681,457,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2682,441,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2683,300,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2684,289,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2685,152,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2686,111,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2687,80,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2688,79,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2689,72,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2690,71,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2691,40,Eugia US LLC
55150-163-30,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2692,19,Eugia US LLC
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2693,539,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2694,502,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2695,490,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2696,486,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2697,453,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2698,433,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2699,378,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2700,310,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2701,271,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2702,223,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2703,219,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2704,183,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2705,146,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2706,124,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2707,88,"Lannett Company, Inc."
0527-4664-37,Lisdexamfetamine Dimesylate,Capsule,40 mg,2708,8,"Lannett Company, Inc."
0409-3382-21,Sufentanil Citrate,Injection,50 ug/1 mL,2709,258,"Hospira, Inc., a Pfizer Company"
0409-3382-21,Sufentanil Citrate,Injection,50 ug/1 mL,2710,42,"Hospira, Inc., a Pfizer Company"
0832-1055-15,Baclofen,Tablet,20 mg,2711,341,"Upsher-Smith Laboratories, LLC"
0093-3212-05,Clonazepam,Tablet,1 mg,2712,438,"Teva Pharmaceuticals USA, Inc."
0093-3212-05,Clonazepam,Tablet,1 mg,2713,381,"Teva Pharmaceuticals USA, Inc."
0093-3212-05,Clonazepam,Tablet,1 mg,2714,346,"Teva Pharmaceuticals USA, Inc."
0093-3212-05,Clonazepam,Tablet,1 mg,2715,213,"Teva Pharmaceuticals USA, Inc."
0093-3212-05,Clonazepam,Tablet,1 mg,2716,52,"Teva Pharmaceuticals USA, Inc."
0173-0906-13,Jesduvroq,Tablet,4 mg,2717,131,GlaxoSmithKline
63323-280-02,Furosemide,Injection,10 mg/1 mL,2718,599,"Fresenius Kabi USA, LLC"
63323-280-02,Furosemide,Injection,10 mg/1 mL,2719,538,"Fresenius Kabi USA, LLC"
63323-280-02,Furosemide,Injection,10 mg/1 mL,2720,445,"Fresenius Kabi USA, LLC"
63323-280-02,Furosemide,Injection,10 mg/1 mL,2721,328,"Fresenius Kabi USA, LLC"
63323-280-02,Furosemide,Injection,10 mg/1 mL,2722,315,"Fresenius Kabi USA, LLC"
63323-280-02,Furosemide,Injection,10 mg/1 mL,2723,295,"Fresenius Kabi USA, LLC"
63323-280-02,Furosemide,Injection,10 mg/1 mL,2724,160,"Fresenius Kabi USA, LLC"
63323-280-02,Furosemide,Injection,10 mg/1 mL,2725,69,"Fresenius Kabi USA, LLC"
63323-280-02,Furosemide,Injection,10 mg/1 mL,2726,67,"Fresenius Kabi USA, LLC"
63323-280-02,Furosemide,Injection,10 mg/1 mL,2727,51,"Fresenius Kabi USA, LLC"
63323-280-02,Furosemide,Injection,10 mg/1 mL,2728,34,"Fresenius Kabi USA, LLC"
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2729,600,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2730,510,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2731,468,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2732,463,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2733,457,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2734,441,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2735,300,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2736,289,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2737,152,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2738,111,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2739,80,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2740,79,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2741,72,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2742,71,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2743,40,Sintetica US
83090-001-10,Lidocaine Hydrochloride,Injection,10 mg/1 mL,2744,19,Sintetica US
59417-105-10,Vyvanse,Capsule,50 mg,2745,539,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2746,502,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2747,490,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2748,486,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2749,453,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2750,433,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2751,378,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2752,310,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2753,271,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2754,223,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2755,219,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2756,183,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2757,146,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2758,124,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2759,88,Takeda Pharmaceuticals USA Inc.
59417-105-10,Vyvanse,Capsule,50 mg,2760,8,Takeda Pharmaceuticals USA Inc.
0409-1181-30,Demerol,Injection,50 mg/1 mL,2761,413,"Hospira, Inc., a Pfizer Company"
0409-1181-30,Demerol,Injection,50 mg/1 mL,2762,178,"Hospira, Inc., a Pfizer Company"
0409-1181-30,Demerol,Injection,50 mg/1 mL,2763,116,"Hospira, Inc., a Pfizer Company"
0574-2430-65,Methylphenidate,"Film, Extended Release",30 mg,2764,580,"Noven Pharmaceuticals, Inc."
0574-2430-65,Methylphenidate,"Film, Extended Release",30 mg,2765,550,"Noven Pharmaceuticals, Inc."
0574-2430-65,Methylphenidate,"Film, Extended Release",30 mg,2766,379,"Noven Pharmaceuticals, Inc."
0574-2430-65,Methylphenidate,"Film, Extended Release",30 mg,2767,324,"Noven Pharmaceuticals, Inc."
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2768,645,Gland Pharma Limited
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2769,598,Gland Pharma Limited
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2770,597,Gland Pharma Limited
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2771,596,Gland Pharma Limited
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2772,582,Gland Pharma Limited
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2773,522,Gland Pharma Limited
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2774,477,Gland Pharma Limited
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2775,426,Gland Pharma Limited
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2776,228,Gland Pharma Limited
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2777,161,Gland Pharma Limited
70860-600-02,Midazolam Hydrochloride,Injection,2 mg/2 mL,2778,102,Gland Pharma Limited
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2779,615,Ingenus Pharmaceuticals LLC
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2780,595,Ingenus Pharmaceuticals LLC
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2781,584,Ingenus Pharmaceuticals LLC
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2782,372,Ingenus Pharmaceuticals LLC
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2783,361,Ingenus Pharmaceuticals LLC
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2784,317,Ingenus Pharmaceuticals LLC
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2785,312,Ingenus Pharmaceuticals LLC
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2786,279,Ingenus Pharmaceuticals LLC
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2787,128,Ingenus Pharmaceuticals LLC
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2788,100,Ingenus Pharmaceuticals LLC
50742-448-60,Carboplatin,Injection,600 mg/60 mL,2789,35,Ingenus Pharmaceuticals LLC
45963-566-30,Ezetimibe And Simvastatin,Tablet,10 mg; 20 mg,2790,188,"Teva Pharmaceuticals USA, Inc."
63459-542-28,Fentora,Tablet,200 ug,2791,444,"Teva Pharmaceuticals USA, Inc."
0641-6042-25,Ketorolac Tromethamine,Injection,30 mg/1 mL,2792,624,"Hikma Pharmaceuticals USA, Inc."
0641-6042-25,Ketorolac Tromethamine,Injection,30 mg/1 mL,2793,623,"Hikma Pharmaceuticals USA, Inc."
0641-6042-25,Ketorolac Tromethamine,Injection,30 mg/1 mL,2794,616,"Hikma Pharmaceuticals USA, Inc."
0641-6042-25,Ketorolac Tromethamine,Injection,30 mg/1 mL,2795,614,"Hikma Pharmaceuticals USA, Inc."
0641-6042-25,Ketorolac Tromethamine,Injection,30 mg/1 mL,2796,553,"Hikma Pharmaceuticals USA, Inc."
0641-6042-25,Ketorolac Tromethamine,Injection,30 mg/1 mL,2797,449,"Hikma Pharmaceuticals USA, Inc."
0641-6042-25,Ketorolac Tromethamine,Injection,30 mg/1 mL,2798,425,"Hikma Pharmaceuticals USA, Inc."
0641-6042-25,Ketorolac Tromethamine,Injection,30 mg/1 mL,2799,356,"Hikma Pharmaceuticals USA, Inc."
0641-6042-25,Ketorolac Tromethamine,Injection,30 mg/1 mL,2800,172,"Hikma Pharmaceuticals USA, Inc."
0641-6042-25,Ketorolac Tromethamine,Injection,30 mg/1 mL,2801,107,"Hikma Pharmaceuticals USA, Inc."
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2802,539,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2803,502,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2804,490,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2805,486,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2806,453,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2807,433,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2808,378,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2809,310,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2810,271,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2811,223,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2812,219,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2813,183,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2814,146,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2815,124,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2816,88,SpecGx LLC
0406-5111-01,Lisdexamfetamine Dimesylate,Capsule,10 mg,2817,8,SpecGx LLC
0409-1176-30,Demerol,Injection,25 mg/1 mL,2818,413,"Hospira, Inc., a Pfizer Company"
0409-1176-30,Demerol,Injection,25 mg/1 mL,2819,178,"Hospira, Inc., a Pfizer Company"
0409-1176-30,Demerol,Injection,25 mg/1 mL,2820,116,"Hospira, Inc., a Pfizer Company"
62037-559-01,Potassium Chloride,"Capsule, Extended Release",600 mg,2821,199,"Teva Pharmaceuticals USA, Inc."
43066-023-10,Ropivacaine Hydrochloride,Injection,5 mg/1 mL,2822,487,"Caplin Steriles, Ltd."
43066-023-10,Ropivacaine Hydrochloride,Injection,5 mg/1 mL,2823,410,"Caplin Steriles, Ltd."
43066-023-10,Ropivacaine Hydrochloride,Injection,5 mg/1 mL,2824,225,"Caplin Steriles, Ltd."
43066-023-10,Ropivacaine Hydrochloride,Injection,5 mg/1 mL,2825,214,"Caplin Steriles, Ltd."
43066-023-10,Ropivacaine Hydrochloride,Injection,5 mg/1 mL,2826,179,"Caplin Steriles, Ltd."
43066-023-10,Ropivacaine Hydrochloride,Injection,5 mg/1 mL,2827,135,"Caplin Steriles, Ltd."
43066-023-10,Ropivacaine Hydrochloride,Injection,5 mg/1 mL,2828,56,"Caplin Steriles, Ltd."
43066-023-10,Ropivacaine Hydrochloride,Injection,5 mg/1 mL,2829,55,"Caplin Steriles, Ltd."
43066-023-10,Ropivacaine Hydrochloride,Injection,5 mg/1 mL,2830,32,"Caplin Steriles, Ltd."
0338-0499-06,Prosol 20% Sulfite Free In Plastic Container,Injection,2.76 g/100 mL; 1.96 g/100 mL; 600 mg/100 mL; 1.02 g/100 mL; 2.06 g/100 mL; 1.18 g/100 mL; 1.08 g/100 mL; 1.08 g/100 mL; 1.35 g/100 mL; 760 mg/100 mL; 1 g/100 mL; 1.34 g/100 mL; 1.02 g/100 mL; 980 mg/100 mL; 320 mg/100 mL; 50 mg/100 mL; 1.44 g/100 mL,2831,635,Baxter Healthcare
0338-0499-06,Prosol 20% Sulfite Free In Plastic Container,Injection,2.76 g/100 mL; 1.96 g/100 mL; 600 mg/100 mL; 1.02 g/100 mL; 2.06 g/100 mL; 1.18 g/100 mL; 1.08 g/100 mL; 1.08 g/100 mL; 1.35 g/100 mL; 760 mg/100 mL; 1 g/100 mL; 1.34 g/100 mL; 1.02 g/100 mL; 980 mg/100 mL; 320 mg/100 mL; 50 mg/100 mL; 1.44 g/100 mL,2832,246,Baxter Healthcare
0338-0499-06,Prosol 20% Sulfite Free In Plastic Container,Injection,2.76 g/100 mL; 1.96 g/100 mL; 600 mg/100 mL; 1.02 g/100 mL; 2.06 g/100 mL; 1.18 g/100 mL; 1.08 g/100 mL; 1.08 g/100 mL; 1.35 g/100 mL; 760 mg/100 mL; 1 g/100 mL; 1.34 g/100 mL; 1.02 g/100 mL; 980 mg/100 mL; 320 mg/100 mL; 50 mg/100 mL; 1.44 g/100 mL,2833,150,Baxter Healthcare
0338-0499-06,Prosol 20% Sulfite Free In Plastic Container,Injection,2.76 g/100 mL; 1.96 g/100 mL; 600 mg/100 mL; 1.02 g/100 mL; 2.06 g/100 mL; 1.18 g/100 mL; 1.08 g/100 mL; 1.08 g/100 mL; 1.35 g/100 mL; 760 mg/100 mL; 1 g/100 mL; 1.34 g/100 mL; 1.02 g/100 mL; 980 mg/100 mL; 320 mg/100 mL; 50 mg/100 mL; 1.44 g/100 mL,2834,73,Baxter Healthcare
0338-0499-06,Prosol 20% Sulfite Free In Plastic Container,Injection,2.76 g/100 mL; 1.96 g/100 mL; 600 mg/100 mL; 1.02 g/100 mL; 2.06 g/100 mL; 1.18 g/100 mL; 1.08 g/100 mL; 1.08 g/100 mL; 1.35 g/100 mL; 760 mg/100 mL; 1 g/100 mL; 1.34 g/100 mL; 1.02 g/100 mL; 980 mg/100 mL; 320 mg/100 mL; 50 mg/100 mL; 1.44 g/100 mL,2835,36,Baxter Healthcare
0093-4155-79,Amoxicillin,"Powder, For Suspension",250 mg/5 mL,2836,460,"Teva Pharmaceuticals USA, Inc."
0093-4155-79,Amoxicillin,"Powder, For Suspension",250 mg/5 mL,2837,209,"Teva Pharmaceuticals USA, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2838,630,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2839,626,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2840,590,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2841,516,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2842,481,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2843,474,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2844,452,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2845,236,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2846,197,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2847,181,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2848,171,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2849,170,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2850,110,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2851,46,"Sunrise Pharmaceutical, Inc."
11534-190-01,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate",Tablet,1.25 mg; 1.25 mg; 1.25 mg; 1.25 mg,2852,45,"Sunrise Pharmaceutical, Inc."
0338-1077-02,Dobutamine Hydrochloride In Dextrose 5% In Plastic Container,Injection,400 mg/100 mL,2853,602,Baxter Healthcare
0338-1077-02,Dobutamine Hydrochloride In Dextrose 5% In Plastic Container,Injection,400 mg/100 mL,2854,569,Baxter Healthcare
0338-1077-02,Dobutamine Hydrochloride In Dextrose 5% In Plastic Container,Injection,400 mg/100 mL,2855,489,Baxter Healthcare
0338-1077-02,Dobutamine Hydrochloride In Dextrose 5% In Plastic Container,Injection,400 mg/100 mL,2856,484,Baxter Healthcare
0338-1077-02,Dobutamine Hydrochloride In Dextrose 5% In Plastic Container,Injection,400 mg/100 mL,2857,359,Baxter Healthcare
0338-1007-03,Dopamine Hydrochloride In Dextrose 5% In Plastic Container,Injection,160 mg/100 mL,2858,613,Baxter Healthcare
0338-1007-03,Dopamine Hydrochloride In Dextrose 5% In Plastic Container,Injection,160 mg/100 mL,2859,306,Baxter Healthcare
