duns_number,firm_name,address
400344443,Ajinomoto Omnichem,"Cooppallaan 91, Wetteren,  9230, Belgium (BEL)"
706297488,"Ono Pharmaceutical Co., Ltd.","AZAHIGASHISHIMOGUMI 5221-1, KITAYAMA, FUJINOMIYA, SHIZUOKA 418-0112, Japan (JPN)"
313270015,Takeda GmbH,"Lehnitzstr. 70-98, Oranienburg, Brandenburg 16515, Germany (DEU)"
428946680,OPOCRIN SPA,"VIA ANTONIO PACINOTTI 3, FORMIGINE,  41043, Italy (ITA)"
243681538,Element Materials Technology Canada Inc.,"2599 Speakman Drive, Suite 200, 210, Mississauga, ON L5K 1B1, Canada (CAN)"
537993060,Fermion Oy,"Orioninkatu 2, Hanko Pohjoinen,  FI-10960, Finland (FIN)"
480093164,Siegfried Evionnaz SA,"36 Route du Simplon 1, Evionnaz,  1902, Switzerland (CHE)"
695733295,Otsuka Pharmaceutical Co Ltd,"HIRAISHIEBISUNO224-18, KAWAUCHICHO, Tokushima, TOKUSHIMA 771-0132, Japan (JPN)"
985052076,Pfizer Ireland Pharmaceuticals Unlimited Company,"Ringaskiddy Active Pharmaceutical Ingredient Plant, Ringaskiddy, Co. Cork P43 X336, Ireland (IRL)"
309706968,Pharmacosmos A/S,"Roervangsvej 30, Holbaek,  4300, Denmark (DNK)"
315869123,Siegfried Hameln GmbH,"Langes Feld 13, Hameln,  31789, Germany (DEU)"
342498946,Phyton Biotech GmbH,"Alter Postweg 1, Ahrensburg,  D-22926, Germany (DEU)"
249874512,Pancap Inc.,"50 Valleywood Drive, Unit 6, Markham, Ontario L3R 6E9, Canada (CAN)"
267116254,Pierre Fabre Medicament,"16 rue Jean ROSTAND, Gaillac, Occitanie 81600, France (FRA)"
532411527,Novetide Ltd.,"1 Haplada, Industrial Zone, Netanya,  4237781, Israel (ISR)"
499659316,Pliva Hrvatska d.o.o.,"Prilaz Baruna Filipovica 25, Zagreb,  10000, Croatia (HRV)"
898884226,Phibro Saúde e Nutrição Animal Ltda,"Rua PROFESSOR GILBERTO VENTURINI 555 DISTRITO INDUSTRIAL N 04,, BRAGANCA PAULISTA (CIDADE PLANEJADA II ),, São Paulo 12922-735, Brazil (BRA)"
402108922,Pharmachemie B.V.,"Swensweg 5, Haarlem,  2031 GA, Netherlands (NLD)"
315881672,G. Pohl-Boskamp GmbH & Co. KG,"Kieler Strasse 11, Hohenlockstedt,  25551, Germany (DEU)"
440365767,Curia Italy S.r.l.,"Via Volturno 41/43, Rozzano,  20089, Italy (ITA)"
422195139,ZAKLADY FARMACEUTYCZNE POLPHARMA S A,"Ul. Pelplinska 19, Starogard Gdanski, Pomorskie 83-200, Poland (POL)"
810004168,Productos Quimicos Naturales S.A. de C.V.,"Av. Reforma No. 46, Potrerillo, Veracruz, Ixtaczoquitlan 94450, Mexico (MEX)"
399026934,Ethypharm,"ZI De Saint Arnoult, Chateauneuf en Thymerais,  28170, France (FRA)"
439262429,PROCOS SpA,"Via Giacomo Matteotti 249, Cameri, Novara 28062, Italy (ITA)"
435496148,SICOR Societa' Italiana Corticosteroidi s.r.l. ABBREVIATA IN SICOR S.R.L.,"Strada Statale No. 235-KM 16,600, Villanterio,  PV 27019, Italy (ITA)"
750984726,Phytex Australia Pty Ltd,"6 Norman St, Peakhurst, NSW 2210, Australia (AUS)"
272114554,QUALI CONTROLE,"29 rue Paul Vaillant Couturier, MERU,  60110, France (FRA)"
460054141,Quimica Sintetica S.A.,"Calle Dulcinea, S/N, Alcala De Henares,  28805, Spain (ESP)"
650456002,Sun Pharmaceutical Industries Limited,"Plot No. A-41, Industrial Area Phase-VIII A, S.A.S. Nagar, Mohali, Punjab 160071, India (IND)"
227363660,Reckitt Benckiser (UK) Ltd.,"Dansom La, HULL, N HUMBS HU8 7DS, United Kingdom (GBR)"
434383843,Recordati Industria Chimica E Farmaceutica SpA,"Via Mediana Cisterna 4, Campoverde di Aprilia (Latina),  04011, Italy (ITA)"
275258960,Evonik Rexim S.A.S.,"33 Rue De Verdun, Ham, Picardie 80400, France (FRA)"
383661402,Novacyl,"USINE DE SAINT FONS CHIMIE RUE PROSPER MONNET, Saint Fons, Rhone-Alpes 69190, France (FRA)"
280366666,Sanofi Winthrop Industrie,"9 Quai Jules Guesde, Vitry sur-Seine,  94400, France (FRA)"
213246044,R. Mason (Chemicals) Ltd,"Harelaw Industrial Estate, Stanley, County Durham DH9 8UL, United Kingdom (GBR)"
218883502,Robinson Brothers Limited,"Phoenix Street, West Bromwich,  B70 0AH, United Kingdom (GBR)"
276167087,Catalent France Beinheim SA,"74 Rue Principale, Beinheim, - 67930, France (FRA)"
563076157,"Ranke Química, SA","Carretera de Martorell 41-61, Sant Andreu de la Barca, Barcelona 08740, Spain (ESP)"
293610085,READING SCIENTIFIC SERVICES LTD,"Reading Science Centre Whiteknights Campus Pepper Lane, Reading,  RG6 6LA, United Kingdom (GBR)"
692602767,"Daiichi Sankyo Co., Ltd.","389-4, Otsurugi, Izumimachishimogawa, Iwaki, Fukushima 971-8183, Japan (JPN)"
915786829,Solara Active Pharma Sciences Limited,"R.S.No 33 & 34, Mathur Road, Periyakalapet, Puducherry, Puducherry 605014, India (IND)"
342872971,Bayer Aktiengesellschaft,"Max-Dohrn-Str. 8, Berlin,  10589, Germany (DEU)"
714846367,"Daiichi Sankyo Co., Ltd.","1-12-1 Shionmiya, Hiratsuka,  254-0014, Japan (JPN)"
265196926,Aspen Notre Dame de Bondeville,"1 Rue De L'Abbaye, Notre Dame de Bondeville, Seine Maritime 76960, France (FRA)"
595320830,MSD International GmbH (Singapore Branch),"50 Tuas West Drive, Singapore,  638408, Singapore (SGP)"
314398484,Bayer AG,"Ernst-Schering-Str. 14, Bergkamen,  59192, Germany (DEU)"
315097875,Bayer AG,"Mullerstr. 178, Berlin,  13353, Germany (DEU)"
985655572,MSD International GmbH,"Brinny, Innishannon,  T12 RD82, Ireland (IRL)"
331485631,Bayer Weimar GmbH und Co. KG,"Döbereinerstrasse 20, Weimar,  99427, Germany (DEU)"
318612223,Catalent Germany Eberbach GmbH,"Gammelsbacher Strasse 2, Eberbach, Baden 69412, Germany (DEU)"
203565379,Delpharm Montreal Inc.,"3535 aut Transcanadienne, Pointe-Claire, QC H9R 1B4, Canada (CAN)"
338950678,Sicor Societa' Italiana Corticosteroidi s.r.l ABBREVIATA IN SICOR S.R.L.,"Tenuta S. Alessandro, Santhia, Vercelli 13048, Italy (ITA)"
811287556,Sicor de Mexico S.A. de C.V.,"Av. San Rafael No. 35, Parque Industrial Lerma, Lerma, Estado de Mexico C.P 52000, Mexico (MEX)"
654243278,"Zhongfu Pharmaceutical Co., Ltd.","No.2709, Yuwang North Street, Hanting District, Weifang, Shandong 261100, China (CHN)"
677602249,Arch Pharmalabs Limited,"Plot No. C-21/22 & F40, M.I.D.C., Phase II, Manpada Road, Sagaon, Dombivli (E), Thane, Maharashtra 421 204, India (IND)"
345609965,Piramal Healthcare UK Limited,"Whalton Road, Morpeth, Northumberland, England NE61 3YA, United Kingdom (GBR)"
775749484,SERIPHARM,"1 RUE DEMOCRITE, Le Mans,  72000, France (FRA)"
711530311,"Sumitomo Chemical Company, Limited","3750, Azajuhachicho, Maki, Ampachicho, Ampachi-Gun, Gifu 503-0125, Japan (JPN)"
717959195,"Shionogi Pharma Co., Ltd.","7, Moriyama, Nishine, Kanegasaki-cho, Isawa-gun, Iwate 029-4503, Japan (JPN)"
650067093,SHRIRAM INSTITUTE FOR INDUSTRIAL RESEARCH,"19, UNIVERSITY ROAD, DELHI, DELHI 110007, India (IND)"
421252895,Shandong Xinhua Pharmaceutical Co Ltd. First Plant,"EAST CHEMICAL ZONE OF ZIBO HIGH & NEW TECHNOLOGY DEVELOPMENT. ZONE, Zibo City, Shandong Province 255075, China (CHN)"
396133998,PCAS,"19 ROUTE DE MEULAN, LIMAY, Yvelines 78520, France (FRA)"
482824026,Siegfried AG,"Untere Bruhlstrasse 4, Zofingen, Argovia 4800, Switzerland (CHE)"
437723684,Olon SpA,"Via Livelli 1, Casaletto Lodigiano (Mairano), LO 26852, Italy (ITA)"
810419275,Signa S.A. de C.V.,"Av. Industria Automotriz No. 301, Zona Industrial Toluca, Toluca, Estado de Mexico CP. 50071, Mexico (MEX)"
552044943,ZACH SYSTEM S.A.,"ZONE INDUSTRIELLE CROIX CADEAU, AVRILLE,  49240, France (FRA)"
438538098,ALFASIGMA SPA,"Via Pontina Km 30,400, Pomezia, Rome 00071, Italy (ITA)"
429369713,Sicor Societa' Italiana Corticosteroidi s.r.l. ABBREVIATA IN SICOR S.R.L.,"Via Terrazzano 77, Rho, Milan 20017, Italy (ITA)"
401172630,Xellia Pharmaceuticals Ltd.,"Szállás utca 1-3, Budapest, Budapest H-1107, Hungary (HUN)"
383630456,SKYEPHARMA PRODUCTION SAS,"ZONE INDUSTRIELLE CHESNES OUEST 55 RUE DU MONTMURIER, ST QUENTIN FALLAVIER,  38070, France (FRA)"
763683216,Sanofi Winthrop Industrie,"1 RUE DE LA VIERGE, AMBARES ET LAGRAVE,  33440, France (FRA)"
433963908,Olon SpA,"Via Della Vittoria 89, Cassino D'Alberi Mulazzano, LO 26837, Italy (ITA)"
486046878,"Bachem SA, Succursale de Vionnaz","Route du Simplon 22, Vionnaz,  1895, Switzerland (CHE)"
716664227,"Shiratori Pharmaceutical Co., Ltd.","54, Shimminato, Mihama-Ku, Chiba, Chiba,  261-0002, Japan (JPN)"
480934827,Cerbios-Pharma SA,"Via Figino 6, Barbengo/Lugano,  6917, Switzerland (CHE)"
428086292,Steroid S.p.A.,"Viale Spagna 156, Cologno Monzese,  20093, Italy (ITA)"
439982002,Leo Pharma Manufacturing Italy SRL.,"VIA Ernest Schering 21, Segrate, Milano 20054, Italy (ITA)"
485102839,Synergy Health Daniken AG,"Hogenweidstrasse 6, Daniken SO,  SO 4658, Switzerland (CHE)"
753652015,STERITECH PTY. LTD.,"160 South Gippsland Hwy, Dandenong South, VICTORIA 3175, Australia (AUS)"
695721118,"Sumitomo Chemical Company, Limited","2200, Oazatsurusaki, Oita, Oita 870-0106, Japan (JPN)"
481784895,Swiss Caps AG,"Husenstrasse 35, Kirchberg,  9533, Switzerland (CHE)"
502950871,CORDEN PHARMA CHENOVE,"47 rue de Longvic, CHENOVE, -Select State- 21300, France (FRA)"
812915445,"Industrias Químicas Falcón de México, S.A. de C.V. (DR. REDDY'S MEXICO)","Carr. Federal Cuernavaca-Cuautla Km. 4.5 Civac, Jiutepec,, MORELOS, 62578, Mexico (MEX)"
656002532,"SYN-TECH CHEM. & PHARM. CO., LTD.","168, Kai Yuan Rd., Tainan City,  73055, Taiwan (TWN)"
695132274,Takeda Pharmaceutical Company Limited,"2-17-85, Jusohonmachi,, Yodogawa-Ku, Osaka 532-0024, Japan (JPN)"
690860125,Mitsubishi Tanabe Pharma Factory Ltd.,"7473-2, Onoda, San-yoonoda, Yamaguchi 756-0817, Japan (JPN)"
343170605,Evonik Operations GmbH,"Gutenbergstrasse 2, Dossenheim, Baden-Wuerttemberg 69221, Germany (DEU)"
695214015,Terumo Corporation,"818, Misonodaira, Fujinomiya-City, Shizuoka 418-0004, Japan (JPN)"
507035066,Temmler Pharma GmbH,"Temmlerstrasse 2, Marburg,  35039, Germany (DEU)"
280414075,Sanofi Winthrop Industrie,"Route D Avignon, Aramon,  30390, France (FRA)"
204211163,E-Z-EM Canada Inc,"11065 L.H. Lafontaine Blvd, Anjou, Quebec H1J2Z4, Canada (CAN)"
711857057,"Tokyo Chemical Industry Co., Ltd.","725 Kashiai, Fukaya, Saitama 366-0816, Japan (JPN)"
690643499,"TOMITA PHARMACEUTICAL CO., LTD.","85-1, MARUYAMA, SETOCHOAKINOKAMI, NARUTO, TOKUSHIMA 771-0360, Japan (JPN)"
205576023,Apotex Inc.,"50 Steinway Blvd., Etobicoke, Ontario M9W 6Y3, Canada (CAN)"
244133364,Piramal Healthcare (Canada) Limited,"110 Industrial Pky N, Aurora, ON L4G 3H4, Canada (CAN)"
243339023,Sun Pharma Canada Inc.,"130 East Dr, Brampton, ON L6T 1C1, Canada (CAN)"
600072078,Taro Pharmaceutical Industries Ltd.,"14 Hakitor Street, Haifa Bay,  2624761, Israel (ISR)"
690849997,"TEIKOKU SEIYAKU CO.,LTD.","567, SAMBOMMATSU, HIGASHIKAGAWA, KAGAWA 769-2695, Japan (JPN)"
763929036,Polypeptide,"Chaussee de Tubize 297, Braine-I'Alleud,  1420, Belgium (BEL)"
470991629,"Esteve Quimica, S.A.","Poligono Industrial El Pla (Avda Puigcerda), 9 - C-17, KM 17.4, Llica De Vall,  08185, Spain (ESP)"
460940868,UNION QUIMICO FARMACEUTICA SA,"P.I.Moli De Les Planes Font De Bocs,S/N (C-35 KM 57),, SANT CELONI,  08470, Spain (ESP)"
460940854,"Urquima, S.A.","Arnau de Vilanova, 22-42, Sant Fost de Campsentelles (BA),  08105, Spain (ESP)"
431207075,Lundbeck Pharmaceuticals Italy SpA,"Zona Industriale Quarta Strada 2, Padova,  35129, Italy (ITA)"
482603065,Vifor (International) Inc.,"Rechenstrasse 37, St. Gallen,  9014, Switzerland (CHE)"
315683185,Heraeus Precious Metals GmbH & Co. KG,"Heraeusstrasse 12-14, Hanau, Hessen 63450, Germany (DEU)"
896293920,Amgen Technology (ireland) Unlimited Company,"Pottery Road, Dun Laoghaire,  , Ireland (IRL)"
527985191,"Zhejiang Charioteer Pharmaceutical Co., Ltd.","Tongyuanxi, Dazhan,Xianju, Taizhou, Zhejiang 317321, China (CHN)"
494846412,Delpharm Meppel B.V.,"Hogemaat 2, Meppel, Drenthe 7942 JG, Netherlands (NLD)"
695087171,Astellas Pharma Inc.,"160-2, Akahama, Takahagi, Ibaraki 318-0001, Japan (JPN)"
690742572,Yamasa Corporation,"2-10-1 Araoicho, Choshi, Chiba 288-0056, Japan (JPN)"
680242045,"HAMARI PFST, Ltd.","2-4300-18, Hachimampara, Yonezawa, Yamagata 992-1128, Japan (JPN)"
739192231,UBE Corporation,"955 Koiwai, Yoshitomimachi, Chikujo-gun, Fukuoka 871-0801, Japan (JPN)"
706298080,"Yuki Gosei Kogyo Co., Ltd.","OCHIAI788, JOBANNISHIGOMACHI, IWAKI, FUKUSHIMA 972-8316, Japan (JPN)"
658843289,"YUNG SHIN PHARM. IND. CO., LTD. (TAICHUNG YOUTH FACTORY)","27, Kung Chiu Rd., Tachia, Taichung City,  43769, Taiwan (TWN)"
656108149,"YUNG SHIN PHARM. IND. CO., LTD.","No. 1191, Sec. 1, Zhongshan Rd., Dajia Dist., Taichung City,  437003, Taiwan (TWN)"
656123205,"YUNG ZIP CHEMICAL INDUSTRIAL .CO., LTD.","59, 61, You Shih Road, Youth Industrial District, Dajia, Taichung City,  437, Taiwan (TWN)"
437769315,F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.,"Via Dovaro snc, Lonigo, Vicenza 36045, Italy (ITA)"
205619294,Bureau Veritas Canada (2019) Inc,"6740 Campobello Rd, Mississauga, ON L5N 2L8, Canada (CAN)"
343390324,Rommelag CDMO GmbH,"Bahnhofstr., Sulzbach-Laufen, - 74429, Germany (DEU)"
344217323,Vetter Pharma Fertigung GmbH & Co. KG (Langenargen Eisenbahnstrasse),"Eisenbahnstrasse 2-4, Langenargen, Baden-Wuerttemberg 88085, Germany (DEU)"
341934053,Vet Pharma Friesoythe GmbH,"Sedelsberger Str. 2, Friesoythe,  26169, Germany (DEU)"
695581173,Takasago International Corporation,"1, Ebitsuka, Iwata, Shizuoka 438-0812, Japan (JPN)"
301119178,Octapharma Pharmazeutika Produktionsgesellschaft m.b.H.,"Oberlaaer Strasse 235, Vienna,  A-1100, Austria (AUT)"
695314484,Otsuka Pharmaceutical Co Ltd,"KAGASUNO463-10, KAWAUCHICHO, Tokushima, TOKUSHIMA 771-0130, Japan (JPN)"
243868416,Bio Agri Mix LP,"140 Herbert Street, Mitchell, Ontario N0K 1N0, Canada (CAN)"
242075476,Bio Agri Mix LP,"11 Ellens St, Mitchell, Ontario N0K 1N0, Canada (CAN)"
243868473,Bio Agri Mix LP,"52 Wellington St, Mitchell, Ontario N0K 1N0, Canada (CAN)"
341633232,NUVISAN GmbH,"Wegenerstrasse 13, Neu-Ulm,  89231, Germany (DEU)"
380419671,NORCHIM,"33 Quai d'Amont, Saint Leu d'Esserent,  60340, France (FRA)"
725959238,Sun Pharmaceutical Industries Limited,"Halol-Baroda Highway, Halol, Gujarat 389350, India (IND)"
695086702,Astellas Pharma Inc.,"180, Ozumi, Yaizu, Shizuoka 425-0072, Japan (JPN)"
083614037,"Prime Dental Manufacturing, Inc.","4555 W Addison St, Chicago, Illinois (IL) 60641, United States (USA)"
013011395,Capri Aromatics US Inc,"6 Nevius Place, Somerset, New Jersey (NJ) 08873, United States (USA)"
588829213,"PDM Acondifarma, S.A. de C.V.","Av. Industria Automotriz No. 3089 Parque Industrial Saltillo-Ramos Arizpe, Ramos Arizpe, COAHUILA 25900, Mexico (MEX)"
078840984,Ridley USA Inc.,"334 Industrial Park Drive, Flemingsburg, Kentucky (KY) 41041-9372, United States (USA)"
962308110,"Frontier Home Medical, Inc.","304 W 8TH St, Cozad, Nebraska (NE) 69130, United States (USA)"
022004902,Nutra-Med Packaging LLC,"118 Algonquin Parkway, Whippany, New Jersey (NJ) 07981, United States (USA)"
118294242,Nutra-Med Packaging LLC,"601 Murray Rd, East Hanover, New Jersey (NJ) 07936, United States (USA)"
505992479,Penleigh Irving Ltd,"25 Fairwood Road, Dilton Marsh Westbury, Wiltshire BA133SN, United Kingdom (GBR)"
185934283,"Elemental Analysis, Inc.","2101 Capstone Drive, Suite 110, Lexington, Kentucky (KY) 40511, United States (USA)"
300637281,FAREVA Unterach GmbH,"Mondseestraße 11, Unterach am Attersee,  4866, Austria (AUT)"
122610681,"June Jacobs Labs, LLC","46 Graphic Place, Moonachie, New Jersey (NJ) 07074-1106, United States (USA)"
079745570,Vericel Corporation,"64 Sidney Street, Cambridge, Massachusetts (MA) 02139, United States (USA)"
755491063,TAPI Croatia industries d.o.o.,"Prudnicka cesta 54, Savski Marof, Prigorje Brdovecko 10291, Croatia (HRV)"
500651871,Pliva Hrvatska d.o.o.,"Prudnicka Cesta 54, Prigorje Brdovecko,  10291, Croatia (HRV)"
657484726,"ScinoPharm Taiwan, Ltd.","No.1, Nan-Ke 8th Road, Shan-Hua, Tainan,  741014, Taiwan (TWN)"
398726351,Laboratoires Besins International,"13 rue Perier, Montrouge,  92120, France (FRA)"
232235408,AstraZeneca UK Ltd,"Silk Road Business Park, Macclesfield,  SK10 2NA, United Kingdom (GBR)"
506719546,Fresenius Kabi Deutschland GmbH,"Freseniusstr. 1 Pfingstweide 53, Friedberg, Germany 61169, Germany (DEU)"
507645978,Pharmaprogress SRL,"Via Emilia-Romagna 28/30/32, Monsano, AN 60030, Italy (ITA)"
009850954,Linde Gas & Equipment Inc.,"1939 Bluff Rd, Columbia, South Carolina (SC) 29201, United States (USA)"
858442403,Precare Corp,"150 Marcus Blvd, Hauppauge, New York (NY) 11788, United States (USA)"
117111327,Precare Corp.,"100 Oser Ave, Hauppauge, New York (NY) 11788, United States (USA)"
485265891,IBSA Institut Biochimique SA,"Via Cantonale 16, Manno, TICINO 6928, Switzerland (CHE)"
480278696,IBSA Institut Biochimique SA,"Via Pian Scairolo 49, Pazzallo, Ticino CH - 6912, Switzerland (CHE)"
485265925,IBSA Institut Biochimique SA,"Via Serta 12, Lamone, Ticino CH - 6814, Switzerland (CHE)"
063753431,Particle Dynamics,"2223 Killion Ave., Seymour, Indiana (IN) 47274, United States (USA)"
146037572,"Omega Biological Laboratories, Inc.","56 PARK AVENUE, LYNDHURST, New Jersey (NJ) 07071, United States (USA)"
481963890,Novartis Pharma Schweizerhalle AG,"Rothausstrasse, Pratteln CH,  4133, Switzerland (CHE)"
988980314,Takeda Ireland Limited,"Bray Business Park Kilruddery, Bray, Co Wicklow , Ireland (IRL)"
650654804,Sun Pharmaceutical Industries Limited,"Sarhaul, Sector-18, Gurugram, Haryana 122015, India (IND)"
429351620,Archimica S.p.A.,"VIALE MILANO 86, LODI, - 26900, Italy (ITA)"
372748392,GlaxoSmithKline Biologicals SA,"Rue de l'Institut 89, Rixensart,  B-1330, Belgium (BEL)"
600458368,Anna Lotan Ltd.,"10 Hailan Street, North Industrial Zone, Or Akiva, Sharon Area 3060000, Israel (ISR)"
338725627,CORDEN PHARMA SPA,"Viale dell'Industria 3, Caponago,  20867, Italy (ITA)"
832290014,Air Liquide Large Industries U.S. LP,"36597 Highway 30, Geismar, Louisiana (LA) 70734-3525, United States (USA)"
749040291,Peptech Animal Health PTY Limited,"19-25 Khartoum Rd, Macquarie Park, Sydney, N.S.W. 2113, Australia (AUS)"
208206623,Sanofi Pasteur Limited,"1755 Steeles Ave W, North York,  M2R 3T4, Canada (CAN)"
798223376,ImClone Systems LLC,"33 ImClone Dr., Branchburg, New Jersey (NJ) 08876, United States (USA)"
205087968,Baxter Corporation,"89 Centre St South, Alliston, Ontario L9R 1J4, Canada (CAN)"
462029349,"Siegfried El Masnou, S.A.","Calle Camil Fabra 58, El Masnou, Barcelona 08320, Spain (ESP)"
915999668,Swati menthol & Allied Chemicals Ltd,"Bareilly Road, Opp. Akashwani, Rampur, Uttar Pradesh 244901, India (IND)"
695400580,"Meiji Seika Pharma Co., Ltd.","3-3, Kitakogyodanchi, Kitakami, Iwate 024-0002, Japan (JPN)"
315000554,BASF SE,"Carl-Bosch-Str. 38, Ludwigshafen am Rhein,  67063, Germany (DEU)"
209429182,Apotex Inc.,"150 Signet Drive, Toronto, Ontario M9L 1T9, Canada (CAN)"
250809373,Apotex Inc.,"3701 Weston Raod, Toronto, Ontario M9L 2S8, Canada (CAN)"
203201673,Apotex Inc.,"285 Garyray Drive, Toronto, Ontario M9L 1P3, Canada (CAN)"
243805095,Apotex Inc.,"4100 Weston Road, Toronto, Ontario M9L 2Y6, Canada (CAN)"
243805103,Apotex Inc.,"400 Ormont Drive, Toronto, Ontario M9L 1N9, Canada (CAN)"
481632305,Analytecon SA,"30, Rue du Pre Jorat, Couvet,  2108, Switzerland (CHE)"
469834249,"Siegfried Barbera, SL","Ronda de Santa Maria 158, Barberà del Vallès, Barcelona 08210, Spain (ESP)"
313136733,Evonik Operations GmbH,"Paul-Baumann-Str. 1, Marl, Nordrhein-Westfalen 45764, Germany (DEU)"
650578565,Global Dent Aids Private Limited,"91, NSEZ, Gautam Buddha Nagar, Noida, Uttar Pradesh 201305, India (IND)"
649323474,Assia Chemical Industries Ltd. - Teva Tech Site,"Neot Hovav Eco-Industrial Park, Be'er Sheva,  8412316, Israel (ISR)"
063143754,Univar Solutions USA LLC,"200 Dean Sievers Place, Morrisville, Pennsylvania (PA) 19067, United States (USA)"
609683826,ADPEN Laboratories Inc.,"11757 Central Parkway, Jacksonville, Florida (FL) 32224, United States (USA)"
530737642,"Zhejiang Haizhou Pharmaceutical Co., Ltd.","Yanhai Industrial Zone, Linhai, Zhejiang 317016, China (CHN)"
058521017,GenTrac Inc.,"2232 Pleasant View Rd, Middleton, Wisconsin (WI) 53562, United States (USA)"
037805210,Phillips Medisize LLC,"428 Technology Drive East, Menomonie, Wisconsin (WI) 54751, United States (USA)"
949007967,"Phillips-Medisize, LLC","409 Technology Dr. West, Menomonie, Wisconsin (WI) 54751, United States (USA)"
080733141,Accugenix LLC,"614 Interchange Blvd, Newark, Delaware (DE) 19711, United States (USA)"
830767260,"Jaymac Pharmaceuticals, L.L.C.","2085 I 49 Service Rd, Sunset, Louisiana (LA) 70584, United States (USA)"
029119516,DHL SUPPLY CHAIN (USA),"98 Excellence Way, Vonore, Tennessee (TN) 37885, United States (USA)"
327335410,"Peptido, chemische und pharmazeutische Rohstoffgesellschaft mit beschränkter Haftung","Am Kraftwerk 6, Bexbach, Saarland 66450, Germany (DEU)"
330473398,Synergy Health Radeberg Gmbh,"Juri-gagarin-str. 15, Radeberg,  01454, Germany (DEU)"
962674474,"Catalent CTS, LLC","10245 Hickman Mills Dr, Kansas City, Missouri (MO) 64137, United States (USA)"
480007517,Lonza AG,"Lonzastrasse, Visp,  3930, Switzerland (CHE)"
002221369,"Larry's Home Oxygen, Inc.","115 S Grand St., Enid, Oklahoma (OK) 73701, United States (USA)"
117746903,"A PLUS HOME MEDICAL, INC.","619 South Washington, Suite 102, Moscow, Idaho (ID) 83843, United States (USA)"
078368984,"Norco, Inc","146 North 2nd East, Rexburg, Idaho (ID) 83440, United States (USA)"
024736733,"Amphastar Pharmaceuticals, Inc.","11570 6th Street, Rancho Cucamonga, California (CA) 91730, United States (USA)"
103840377,QuestSpecialty Corporation,"2001 E. Tom Green St., Brenham, Texas (TX) 77833, United States (USA)"
040161353,"Norco, Inc.","925 Vandercook Way, Longview, Washington (WA) 98632, United States (USA)"
256850249,Maple Leaf Foods Inc,"6355 Richmond Ave E, Brandon, MB R7A 7M5, Canada (CAN)"
119191337,Alcami Carolinas Corporation,"20 Mill Street, Pepperell, Massachusetts (MA) 01463, United States (USA)"
119191343,Alcami Carolinas Corporation,"10 Lomar Park Drive, Pepperell, Massachusetts (MA) 01463, United States (USA)"
841973667,MED-AIR TRANSFILL,"4503 HUNTER ROAD, SAN MARCOS, Texas (TX) 78666, United States (USA)"
805887986,Janssen Ortho LLC,"State Road 933 KM 0.1,Mamey Ward, Gurabo, Puerto Rico (PR) 00778, United States (USA)"
341737465,Aesica Pharmaceuticals GmbH,"Alfred-Nobel-Str. 10, Monheim am Rhein,  40789, Germany (DEU)"
609900782,"ADF Welding & Medical, Inc.","312 Dodd Blvd SE, Rome, Georgia (GA) 30161-6642, United States (USA)"
011483166,"Carolina Home Medical, Inc.","1301 Commerce Drive, New Bern, North Carolina (NC) 28562, United States (USA)"
420959096,"Shandong Guobang Pharmaceutical Co., Ltd.","No.02131, Xiangjiangxiyi Street, Advanced Manufacturing Industrial Park, Binhai Zone, Weifang, Shandong 261108, China (CHN)"
341970412,Aesica Pharmaceuticals GmbH,"Galileistr. 6, Zwickau,  08056, Germany (DEU)"
650443430,DR. REDDY'S LABORATORIES LIMITED,"APIIC Industrial Estate, Pydibhimavaram, Ranasthalam Mandal, Srikakulam, Andhra Pradesh 532409, India (IND)"
918608162,DR. REDDY'S LABORATORIES LIMITED,"Survey No. 41, 42 part, 45 part & 46 part, Bachupally Village and Mandal, Medchal-Malkajgiri District,, Medchal-Malkajgiri, Telangana 500090, India (IND)"
556991748,"Curia Massachusetts, Inc.","99 South Bedford Street, Burlington, Massachusetts (MA) 01803, United States (USA)"
116995695,AgState,"185 West 1st Street, Newell, Iowa (IA) 50568, United States (USA)"
677319965,AUROLAB TRUST DBA Aurolab,"1, Sivagangai Main Road, Veerapanjan, Madurai, Tamil Nadu 625020 India, India (IND)"
725420835,Sun Pharmaceutical Medicare Limited,"Survey No. 22 and 24 - Village :- Ujeti Post - Baska, Halol Panchmahal, Gujarat 389350, India (IND)"
282797240,Enestia Belgium NV,"Klocknerstraat 1, Hamont-Achel,  B-3930, Belgium (BEL)"
020179859,"Matheson Tri-Gas, Inc.","1311 E Saint Joseph St, Rapid City, South Dakota (SD) 57701, United States (USA)"
216741181,Macarthys Laboratories Limited,"Bampton Road Harold Hill, Romford,  RM3 8UG, United Kingdom (GBR)"
132080875,Purdue Pharmaceuticals L.P.,"4701 International Blvd W, Wilson, North Carolina (NC) 27893, United States (USA)"
132185187,"Koch Meat Co., Inc","1001 Birmingham Hwy, Chattanooga, Tennessee (TN) 37419, United States (USA)"
281659436,Sanofi Winthrop Industrie,"1541 AVENUE MARCEL MERIEUX, Marcy L Etoile,  69280, France (FRA)"
809226710,American Blending and Filling Company,"3505 Birchwood Dr, Waukegan, Illinois (IL) 60085, United States (USA)"
